Name,Category,Dosage Form,Strength,Manufacturer,Indication,Classification
Paracetamol,Antibiotic,Ointment,553 mg,Boehringer Ingelheim GmbH,Pain,Over-the-Counter
Amoxicillin,Antiseptic,Drops,982 mg,Sanofi S.A.,Virus,Prescription
Cephalexin,Antidiabetic,Cream,328 mg,Novo Nordisk A/S,Fungus,Prescription
Dextromethorphan,Antidiabetic,Cream,81 mg,Teva Pharmaceutical Industries Ltd.,Infection,Prescription
Ketoprofen,Antidiabetic,Inhaler,942 mg,Roche Holding AG,Diabetes,Prescription
Cefixime,Antibiotic,Inhaler,459 mg,Bristol-Myers Squibb Company,Fever,Over-the-Counter
Clarithromycin,Antiseptic,Tablet,973 mg,CSL Limited,Fungus,Over-the-Counter
Ketoprofen,Antiseptic,Ointment,985 mg,Roche Holding AG,Diabetes,Prescription
Paracetamol,Antibiotic,Tablet,274 mg,"Merck & Co., Inc.",Diabetes,Over-the-Counter
Acetaminophen,Antidiabetic,Syrup,807 mg,AstraZeneca plc,Pain,Over-the-Counter
Acetaminophen,Antibiotic,Tablet,53 mg,AbbVie Inc.,Fungus,Over-the-Counter
Cefadroxil,Antiviral,Injection,709 mg,Johnson & Johnson,Diabetes,Prescription
Metoprolol,Antiseptic,Syrup,950 mg,Novo Nordisk A/S,Diabetes,Prescription
Paracetamol,Antiseptic,Ointment,187 mg,Sanofi S.A.,Virus,Prescription
Acetaminophen,Antipyretic,Drops,111 mg,Pfizer Inc.,Infection,Prescription
Acetaminophen,Antiseptic,Ointment,440 mg,AstraZeneca plc,Pain,Prescription
Cefadroxil,Antiviral,Capsule,220 mg,Boehringer Ingelheim GmbH,Depression,Prescription
Amoxicillin,Analgesic,Cream,65 mg,Bristol-Myers Squibb Company,Depression,Over-the-Counter
Metronidazole,Antidiabetic,Injection,575 mg,Takeda Pharmaceutical Company Limited,Fever,Prescription
Ibuprofen,Antipyretic,Drops,159 mg,Bayer AG,Wound,Over-the-Counter
Ibuprofen,Antidiabetic,Inhaler,712 mg,Novo Nordisk A/S,Virus,Prescription
Paracetamol,Antidiabetic,Ointment,260 mg,Boehringer Ingelheim GmbH,Wound,Prescription
Acetaminophen,Antiseptic,Ointment,434 mg,Bayer AG,Depression,Over-the-Counter
Acetaminophen,Antipyretic,Inhaler,196 mg,Eli Lilly and Company,Fungus,Over-the-Counter
Dextromethorphan,Antiseptic,Tablet,481 mg,Biogen Inc.,Wound,Over-the-Counter
Dextromethorphan,Antidiabetic,Cream,830 mg,CSL Limited,Wound,Prescription
Ibuprofen,Analgesic,Inhaler,972 mg,AstraZeneca plc,Infection,Over-the-Counter
Paracetamol,Antiseptic,Cream,437 mg,AbbVie Inc.,Fever,Over-the-Counter
Amoxicillin,Antiseptic,Cream,951 mg,Roche Holding AG,Pain,Prescription
Cefixime,Analgesic,Ointment,475 mg,Amgen Inc.,Pain,Prescription
Ketoprofen,Antibiotic,Inhaler,373 mg,Amgen Inc.,Depression,Prescription
Dextromethorphan,Antidepressant,Drops,821 mg,Bristol-Myers Squibb Company,Pain,Over-the-Counter
Amoxicillin,Antidiabetic,Capsule,327 mg,Teva Pharmaceutical Industries Ltd.,Infection,Prescription
Paracetamol,Antipyretic,Inhaler,48 mg,"Gilead Sciences, Inc.",Virus,Prescription
Dextromethorphan,Antiviral,Ointment,57 mg,Teva Pharmaceutical Industries Ltd.,Pain,Prescription
Metronidazole,Antibiotic,Drops,141 mg,Pfizer Inc.,Fungus,Prescription
Ibuprofen,Antidepressant,Inhaler,441 mg,Boehringer Ingelheim GmbH,Infection,Prescription
Metoprolol,Antiviral,Injection,681 mg,Novartis AG,Infection,Over-the-Counter
Dextromethorphan,Antiviral,Ointment,343 mg,"Gilead Sciences, Inc.",Depression,Prescription
Cefoperazone,Analgesic,Tablet,11 mg,Takeda Pharmaceutical Company Limited,Virus,Prescription
Dextromethorphan,Antipyretic,Capsule,83 mg,Roche Holding AG,Virus,Prescription
Paracetamol,Antiseptic,Injection,107 mg,AbbVie Inc.,Wound,Over-the-Counter
Paracetamol,Antibiotic,Cream,732 mg,Novartis AG,Infection,Over-the-Counter
Cefadroxil,Antipyretic,Injection,516 mg,"Gilead Sciences, Inc.",Virus,Over-the-Counter
Dextromethorphan,Antibiotic,Inhaler,270 mg,Bayer AG,Wound,Over-the-Counter
Acetaminophen,Antiseptic,Syrup,191 mg,Johnson & Johnson,Pain,Prescription
Amoxicillin,Antifungal,Syrup,897 mg,"Gilead Sciences, Inc.",Diabetes,Over-the-Counter
Amoxicillin,Antidiabetic,Injection,658 mg,Eli Lilly and Company,Fever,Prescription
Acyclovir,Analgesic,Cream,724 mg,"Merck & Co., Inc.",Diabetes,Prescription
Cefoperazone,Antibiotic,Injection,38 mg,Pfizer Inc.,Pain,Over-the-Counter
Cefalexin,Antifungal,Syrup,733 mg,Sanofi S.A.,Pain,Over-the-Counter
Acetaminophen,Antibiotic,Injection,979 mg,Johnson & Johnson,Diabetes,Over-the-Counter
Acetaminophen,Antidepressant,Cream,470 mg,Pfizer Inc.,Pain,Prescription
Clarithromycin,Analgesic,Cream,129 mg,Johnson & Johnson,Virus,Prescription
Cefixime,Antiseptic,Ointment,379 mg,Amgen Inc.,Fungus,Prescription
Cefalexin,Analgesic,Capsule,491 mg,"Merck & Co., Inc.",Pain,Over-the-Counter
Ibuprofen,Antiviral,Ointment,21 mg,AbbVie Inc.,Fever,Over-the-Counter
Paracetamol,Antipyretic,Tablet,711 mg,AstraZeneca plc,Diabetes,Over-the-Counter
Cefixime,Antidepressant,Ointment,564 mg,"Gilead Sciences, Inc.",Infection,Prescription
Dextromethorphan,Antidiabetic,Injection,991 mg,AbbVie Inc.,Fungus,Over-the-Counter
Cefadroxil,Antipyretic,Ointment,410 mg,Teva Pharmaceutical Industries Ltd.,Depression,Prescription
Acetaminophen,Antiseptic,Drops,635 mg,CSL Limited,Wound,Prescription
Clarithromycin,Antidepressant,Tablet,679 mg,Johnson & Johnson,Virus,Prescription
Metoprolol,Antidiabetic,Tablet,975 mg,Biogen Inc.,Diabetes,Over-the-Counter
Dextromethorphan,Antipyretic,Syrup,159 mg,Novo Nordisk A/S,Virus,Prescription
Dextromethorphan,Antipyretic,Drops,696 mg,Takeda Pharmaceutical Company Limited,Virus,Over-the-Counter
Dextromethorphan,Analgesic,Syrup,1 mg,Novo Nordisk A/S,Virus,Prescription
Paracetamol,Antibiotic,Cream,37 mg,Bristol-Myers Squibb Company,Depression,Prescription
Paracetamol,Antibiotic,Injection,166 mg,CSL Limited,Infection,Over-the-Counter
Amoxicillin,Antidepressant,Capsule,988 mg,Eli Lilly and Company,Infection,Over-the-Counter
Methicillin,Analgesic,Drops,566 mg,Bristol-Myers Squibb Company,Virus,Over-the-Counter
Paracetamol,Antiviral,Ointment,131 mg,Sanofi S.A.,Wound,Prescription
Ketoprofen,Analgesic,Drops,604 mg,Biogen Inc.,Infection,Over-the-Counter
Amoxicillin,Antidiabetic,Inhaler,84 mg,Teva Pharmaceutical Industries Ltd.,Infection,Prescription
Dextromethorphan,Antidiabetic,Capsule,613 mg,Bayer AG,Pain,Over-the-Counter
Cephalexin,Analgesic,Inhaler,897 mg,Takeda Pharmaceutical Company Limited,Pain,Over-the-Counter
Clarithromycin,Antiviral,Drops,947 mg,CSL Limited,Fungus,Prescription
Clarithromycin,Antipyretic,Syrup,331 mg,Biogen Inc.,Fever,Prescription
Acyclovir,Antibiotic,Injection,670 mg,Bayer AG,Infection,Over-the-Counter
Paracetamol,Antiseptic,Drops,180 mg,Amgen Inc.,Diabetes,Prescription
Paracetamol,Antiviral,Ointment,90 mg,Teva Pharmaceutical Industries Ltd.,Virus,Prescription
Cefixime,Antidiabetic,Inhaler,366 mg,Bayer AG,Fungus,Prescription
Dextromethorphan,Antifungal,Cream,624 mg,"Gilead Sciences, Inc.",Wound,Over-the-Counter
Ketoprofen,Antidiabetic,Syrup,85 mg,Pfizer Inc.,Wound,Over-the-Counter
Cefazolin,Antiseptic,Cream,92 mg,Pfizer Inc.,Virus,Over-the-Counter
Metoprolol,Antidiabetic,Cream,92 mg,Sanofi S.A.,Infection,Over-the-Counter
Acetaminophen,Antipyretic,Capsule,747 mg,Biogen Inc.,Diabetes,Prescription
Ibuprofen,Antiseptic,Drops,68 mg,CSL Limited,Virus,Over-the-Counter
Cefazolin,Antiseptic,Cream,991 mg,Roche Holding AG,Wound,Prescription
Acetaminophen,Antidiabetic,Inhaler,984 mg,Pfizer Inc.,Diabetes,Over-the-Counter
Cefazolin,Analgesic,Capsule,67 mg,"Merck & Co., Inc.",Pain,Prescription
Clarithromycin,Antipyretic,Tablet,157 mg,Pfizer Inc.,Wound,Over-the-Counter
Metoprolol,Analgesic,Syrup,832 mg,Roche Holding AG,Virus,Over-the-Counter
Clarithromycin,Antifungal,Syrup,319 mg,CSL Limited,Wound,Prescription
Metronidazole,Antibiotic,Drops,396 mg,Bristol-Myers Squibb Company,Fungus,Prescription
Ibuprofen,Antipyretic,Capsule,889 mg,Roche Holding AG,Depression,Prescription
Clarithromycin,Antidiabetic,Syrup,771 mg,AbbVie Inc.,Fever,Prescription
Cefmetazole,Antifungal,Drops,576 mg,AbbVie Inc.,Depression,Prescription
Dextromethorphan,Antiviral,Tablet,686 mg,AbbVie Inc.,Fungus,Over-the-Counter
Amoxicillin,Antifungal,Inhaler,823 mg,Bayer AG,Depression,Prescription
Dextromethorphan,Antibiotic,Capsule,740 mg,"Merck & Co., Inc.",Virus,Prescription
Ketoprofen,Analgesic,Cream,505 mg,Johnson & Johnson,Fungus,Prescription
Clarithromycin,Antidiabetic,Drops,935 mg,Teva Pharmaceutical Industries Ltd.,Fever,Over-the-Counter
Paracetamol,Antiseptic,Drops,305 mg,Boehringer Ingelheim GmbH,Depression,Over-the-Counter
Acetaminophen,Antidepressant,Drops,384 mg,Amgen Inc.,Fungus,Over-the-Counter
Paracetamol,Antidiabetic,Syrup,138 mg,Roche Holding AG,Virus,Prescription
Paracetamol,Antiseptic,Inhaler,367 mg,"Merck & Co., Inc.",Wound,Over-the-Counter
Cefmetazole,Analgesic,Inhaler,998 mg,Takeda Pharmaceutical Company Limited,Wound,Prescription
Cephalexin,Antiviral,Ointment,19 mg,Sanofi S.A.,Fungus,Over-the-Counter
Metoprolol,Antidepressant,Syrup,994 mg,Boehringer Ingelheim GmbH,Fungus,Prescription
Clindamycin,Antidepressant,Cream,749 mg,Bayer AG,Virus,Prescription
Dextromethorphan,Antiviral,Ointment,745 mg,Roche Holding AG,Pain,Over-the-Counter
Paracetamol,Antidepressant,Injection,661 mg,Eli Lilly and Company,Fever,Over-the-Counter
Metformin,Antibiotic,Injection,179 mg,"Merck & Co., Inc.",Infection,Over-the-Counter
Amoxicillin,Antibiotic,Syrup,879 mg,Boehringer Ingelheim GmbH,Pain,Prescription
Dextromethorphan,Antidepressant,Syrup,84 mg,Novo Nordisk A/S,Diabetes,Over-the-Counter
Clindamycin,Antiseptic,Capsule,264 mg,Biogen Inc.,Diabetes,Over-the-Counter
Cefixime,Antidepressant,Tablet,602 mg,Novo Nordisk A/S,Fever,Prescription
Metoprolol,Antidiabetic,Ointment,993 mg,Takeda Pharmaceutical Company Limited,Wound,Over-the-Counter
Amoxicillin,Antidepressant,Syrup,607 mg,Bristol-Myers Squibb Company,Infection,Over-the-Counter
Cefaclor,Antibiotic,Ointment,150 mg,Boehringer Ingelheim GmbH,Infection,Over-the-Counter
Methicillin,Antifungal,Tablet,867 mg,Teva Pharmaceutical Industries Ltd.,Fungus,Prescription
Cefixime,Antidiabetic,Capsule,123 mg,Bayer AG,Pain,Over-the-Counter
Metoprolol,Antifungal,Ointment,364 mg,Bristol-Myers Squibb Company,Wound,Prescription
Amoxicillin,Antipyretic,Drops,462 mg,Boehringer Ingelheim GmbH,Wound,Prescription
Paracetamol,Analgesic,Cream,160 mg,GlaxoSmithKline plc,Infection,Over-the-Counter
Acetaminophen,Antidiabetic,Inhaler,518 mg,Pfizer Inc.,Depression,Over-the-Counter
Dextromethorphan,Antiviral,Capsule,694 mg,Amgen Inc.,Diabetes,Over-the-Counter
Amoxicillin,Antibiotic,Drops,887 mg,CSL Limited,Virus,Prescription
Paracetamol,Antiviral,Injection,974 mg,Novo Nordisk A/S,Depression,Prescription
Dextromethorphan,Antifungal,Ointment,403 mg,"Gilead Sciences, Inc.",Infection,Over-the-Counter
Paracetamol,Antidepressant,Drops,614 mg,Johnson & Johnson,Fever,Prescription
Cefmetazole,Antiviral,Drops,39 mg,Bristol-Myers Squibb Company,Pain,Prescription
Cefmetazole,Antiseptic,Tablet,253 mg,Roche Holding AG,Infection,Over-the-Counter
Acetaminophen,Analgesic,Syrup,785 mg,CSL Limited,Wound,Over-the-Counter
Dextromethorphan,Antipyretic,Cream,633 mg,GlaxoSmithKline plc,Depression,Prescription
Acetaminophen,Antiseptic,Drops,472 mg,Eli Lilly and Company,Wound,Prescription
Ibuprofen,Antidepressant,Inhaler,422 mg,Teva Pharmaceutical Industries Ltd.,Wound,Prescription
Cefixime,Antipyretic,Capsule,338 mg,Novartis AG,Infection,Prescription
Acetaminophen,Antipyretic,Drops,877 mg,Teva Pharmaceutical Industries Ltd.,Pain,Over-the-Counter
Cefalexin,Antiseptic,Drops,385 mg,Novo Nordisk A/S,Fungus,Prescription
Amoxicillin,Antibiotic,Inhaler,960 mg,Bristol-Myers Squibb Company,Pain,Prescription
Clarithromycin,Antipyretic,Tablet,748 mg,"Gilead Sciences, Inc.",Virus,Over-the-Counter
Metronidazole,Antiseptic,Drops,202 mg,Sanofi S.A.,Infection,Prescription
Ibuprofen,Antibiotic,Drops,823 mg,"Merck & Co., Inc.",Diabetes,Over-the-Counter
Metronidazole,Antibiotic,Tablet,960 mg,"Merck & Co., Inc.",Wound,Over-the-Counter
Clarithromycin,Analgesic,Drops,248 mg,Eli Lilly and Company,Infection,Prescription
Amoxicillin,Antiviral,Inhaler,737 mg,AbbVie Inc.,Wound,Prescription
Methicillin,Antidiabetic,Inhaler,431 mg,Amgen Inc.,Fever,Prescription
Clarithromycin,Antibiotic,Capsule,322 mg,Pfizer Inc.,Depression,Prescription
Amoxicillin,Antibiotic,Cream,246 mg,Novo Nordisk A/S,Pain,Over-the-Counter
Dextromethorphan,Antiseptic,Inhaler,651 mg,Roche Holding AG,Fever,Over-the-Counter
Acetaminophen,Antipyretic,Inhaler,611 mg,Novartis AG,Fever,Prescription
Clarithromycin,Antidepressant,Injection,456 mg,Roche Holding AG,Infection,Prescription
Metoprolol,Antidepressant,Cream,955 mg,Bristol-Myers Squibb Company,Wound,Prescription
Amoxicillin,Antiseptic,Tablet,727 mg,"Gilead Sciences, Inc.",Diabetes,Over-the-Counter
Metronidazole,Analgesic,Inhaler,262 mg,Teva Pharmaceutical Industries Ltd.,Fungus,Over-the-Counter
Metronidazole,Antipyretic,Tablet,33 mg,Amgen Inc.,Infection,Over-the-Counter
Paracetamol,Antiviral,Drops,400 mg,AstraZeneca plc,Depression,Prescription
Clarithromycin,Analgesic,Cream,325 mg,Pfizer Inc.,Wound,Over-the-Counter
Clarithromycin,Antidiabetic,Syrup,308 mg,Pfizer Inc.,Fever,Prescription
Ibuprofen,Antiseptic,Capsule,715 mg,Eli Lilly and Company,Pain,Over-the-Counter
Cefaclor,Antiviral,Drops,295 mg,Biogen Inc.,Infection,Over-the-Counter
Clarithromycin,Antiviral,Tablet,500 mg,GlaxoSmithKline plc,Wound,Prescription
Cefixime,Antidepressant,Tablet,359 mg,CSL Limited,Infection,Prescription
Amoxicillin + Metronidazole,Antiseptic,Drops,979 mg,Bayer AG,Virus,Prescription
Paracetamol,Antiseptic,Drops,869 mg,"Gilead Sciences, Inc.",Diabetes,Over-the-Counter
Ibuprofen,Antidiabetic,Cream,847 mg,Roche Holding AG,Fungus,Prescription
Clarithromycin,Antiseptic,Tablet,618 mg,Amgen Inc.,Virus,Over-the-Counter
Ibuprofen,Antidiabetic,Syrup,539 mg,Sanofi S.A.,Depression,Over-the-Counter
Ibuprofen,Antiviral,Capsule,233 mg,Novartis AG,Infection,Over-the-Counter
Paracetamol,Antiseptic,Injection,461 mg,Johnson & Johnson,Pain,Prescription
Cefadroxil,Antiseptic,Capsule,631 mg,GlaxoSmithKline plc,Fungus,Over-the-Counter
Acetaminophen,Antidiabetic,Injection,806 mg,Novo Nordisk A/S,Fungus,Prescription
Amoxicillin,Antidepressant,Syrup,729 mg,Roche Holding AG,Fever,Prescription
Amoxicillin,Antibiotic,Tablet,593 mg,Johnson & Johnson,Infection,Over-the-Counter
Amoxicillin + Metronidazole,Antidepressant,Capsule,236 mg,Teva Pharmaceutical Industries Ltd.,Depression,Over-the-Counter
Dextromethorphan,Antifungal,Cream,10 mg,Eli Lilly and Company,Virus,Prescription
Amoxicillin,Antidepressant,Tablet,291 mg,Sanofi S.A.,Infection,Prescription
Paracetamol,Antiviral,Tablet,753 mg,Novo Nordisk A/S,Depression,Over-the-Counter
Clarithromycin,Antiseptic,Cream,138 mg,"Merck & Co., Inc.",Diabetes,Over-the-Counter
Clarithromycin,Antifungal,Injection,474 mg,Eli Lilly and Company,Diabetes,Over-the-Counter
Metformin,Antiviral,Inhaler,221 mg,Bristol-Myers Squibb Company,Wound,Over-the-Counter
Amoxicillin,Antibiotic,Ointment,994 mg,Johnson & Johnson,Wound,Over-the-Counter
Metronidazole,Antidiabetic,Cream,506 mg,AbbVie Inc.,Depression,Over-the-Counter
Cefalexin,Analgesic,Inhaler,7 mg,Biogen Inc.,Wound,Over-the-Counter
Clarithromycin,Analgesic,Injection,409 mg,Bayer AG,Fever,Over-the-Counter
Ibuprofen,Antifungal,Ointment,326 mg,AstraZeneca plc,Fever,Prescription
Acetaminophen,Antiseptic,Inhaler,239 mg,GlaxoSmithKline plc,Pain,Over-the-Counter
Paracetamol,Antifungal,Injection,379 mg,Roche Holding AG,Depression,Prescription
Metronidazole,Antiviral,Syrup,537 mg,CSL Limited,Infection,Prescription
Dextromethorphan,Antiviral,Injection,668 mg,"Merck & Co., Inc.",Fever,Prescription
Metronidazole,Antifungal,Tablet,659 mg,Bristol-Myers Squibb Company,Fungus,Prescription
Cefaclor,Antidiabetic,Tablet,897 mg,"Merck & Co., Inc.",Virus,Over-the-Counter
Amoxicillin,Antiviral,Ointment,541 mg,Bayer AG,Pain,Prescription
Acetaminophen,Antidiabetic,Tablet,994 mg,"Gilead Sciences, Inc.",Virus,Over-the-Counter
Clarithromycin,Antibiotic,Tablet,927 mg,Pfizer Inc.,Fungus,Over-the-Counter
Cefoperazone,Antiseptic,Cream,918 mg,Bayer AG,Infection,Prescription
Ibuprofen,Analgesic,Tablet,60 mg,Johnson & Johnson,Virus,Prescription
Clarithromycin,Analgesic,Inhaler,642 mg,"Gilead Sciences, Inc.",Pain,Prescription
Ibuprofen,Antiviral,Drops,26 mg,Boehringer Ingelheim GmbH,Depression,Over-the-Counter
Cephalexin,Antidepressant,Cream,973 mg,AbbVie Inc.,Virus,Over-the-Counter
Acetaminophen,Antiviral,Inhaler,135 mg,Bayer AG,Wound,Over-the-Counter
Cefadroxil,Antiseptic,Capsule,842 mg,"Merck & Co., Inc.",Virus,Over-the-Counter
Amoxicillin,Antibiotic,Drops,632 mg,CSL Limited,Wound,Prescription
Metronidazole,Antifungal,Capsule,806 mg,Novo Nordisk A/S,Pain,Over-the-Counter
Dextromethorphan,Antidepressant,Cream,670 mg,Novartis AG,Virus,Prescription
Ibuprofen,Antiviral,Drops,507 mg,Roche Holding AG,Wound,Over-the-Counter
Acetaminophen,Antiseptic,Tablet,100 mg,"Merck & Co., Inc.",Fungus,Over-the-Counter
Dextromethorphan,Antidepressant,Ointment,830 mg,Roche Holding AG,Pain,Prescription
Acyclovir,Analgesic,Drops,521 mg,Boehringer Ingelheim GmbH,Depression,Prescription
Dextromethorphan,Analgesic,Syrup,10 mg,Biogen Inc.,Fever,Prescription
Paracetamol,Antidepressant,Injection,550 mg,Eli Lilly and Company,Fever,Over-the-Counter
Cefadroxil,Antiviral,Cream,698 mg,GlaxoSmithKline plc,Fungus,Over-the-Counter
Cefmetazole,Antibiotic,Injection,15 mg,Sanofi S.A.,Infection,Over-the-Counter
Dextromethorphan,Analgesic,Syrup,137 mg,Pfizer Inc.,Depression,Prescription
Metformin,Antidepressant,Inhaler,189 mg,CSL Limited,Fever,Over-the-Counter
Cefazolin,Antidiabetic,Drops,596 mg,Novo Nordisk A/S,Pain,Over-the-Counter
Paracetamol,Antifungal,Drops,581 mg,CSL Limited,Fever,Prescription
Acetaminophen,Antiseptic,Drops,824 mg,AbbVie Inc.,Pain,Prescription
Ibuprofen,Antiseptic,Injection,719 mg,Teva Pharmaceutical Industries Ltd.,Fungus,Over-the-Counter
Dextromethorphan,Antiviral,Cream,347 mg,GlaxoSmithKline plc,Depression,Over-the-Counter
Dextromethorphan,Antipyretic,Injection,882 mg,Bayer AG,Wound,Prescription
Dextromethorphan,Antifungal,Tablet,565 mg,Eli Lilly and Company,Fever,Over-the-Counter
Paracetamol,Antipyretic,Cream,9 mg,GlaxoSmithKline plc,Fever,Over-the-Counter
Paracetamol,Antidiabetic,Ointment,780 mg,Bristol-Myers Squibb Company,Depression,Over-the-Counter
Metoprolol,Antipyretic,Inhaler,22 mg,Bayer AG,Virus,Prescription
Ibuprofen,Antidiabetic,Ointment,726 mg,Bayer AG,Fever,Prescription
Methicillin,Antidepressant,Tablet,88 mg,Johnson & Johnson,Fever,Prescription
Acetaminophen,Antiviral,Injection,968 mg,Novartis AG,Fungus,Prescription
Methicillin,Antidepressant,Inhaler,384 mg,Amgen Inc.,Diabetes,Over-the-Counter
Acetaminophen,Antiviral,Tablet,820 mg,Sanofi S.A.,Pain,Prescription
Paracetamol,Antifungal,Cream,637 mg,Bayer AG,Fever,Prescription
Clarithromycin,Antibiotic,Syrup,489 mg,Sanofi S.A.,Infection,Over-the-Counter
Metformin,Antidepressant,Drops,364 mg,Johnson & Johnson,Depression,Over-the-Counter
Ibuprofen,Antidepressant,Injection,74 mg,AstraZeneca plc,Virus,Over-the-Counter
Acetaminophen,Antibiotic,Tablet,751 mg,Boehringer Ingelheim GmbH,Infection,Prescription
Cefixime,Analgesic,Syrup,157 mg,Johnson & Johnson,Depression,Over-the-Counter
Paracetamol,Antifungal,Syrup,253 mg,CSL Limited,Fungus,Over-the-Counter
Cefalexin,Antifungal,Inhaler,306 mg,Pfizer Inc.,Fever,Over-the-Counter
Clarithromycin,Antiseptic,Inhaler,672 mg,AbbVie Inc.,Wound,Prescription
Paracetamol,Antifungal,Injection,510 mg,Bayer AG,Depression,Over-the-Counter
Acetaminophen,Antidepressant,Capsule,98 mg,Roche Holding AG,Depression,Over-the-Counter
Amoxicillin,Analgesic,Cream,765 mg,"Merck & Co., Inc.",Wound,Over-the-Counter
Dextromethorphan,Antifungal,Ointment,21 mg,Teva Pharmaceutical Industries Ltd.,Diabetes,Prescription
Ibuprofen,Antibiotic,Tablet,804 mg,Bayer AG,Fever,Prescription
Paracetamol,Antidiabetic,Ointment,277 mg,"Merck & Co., Inc.",Wound,Over-the-Counter
Ibuprofen,Antiviral,Ointment,906 mg,"Gilead Sciences, Inc.",Pain,Over-the-Counter
Ibuprofen,Analgesic,Syrup,102 mg,Novo Nordisk A/S,Fever,Prescription
Ketoprofen,Antiviral,Injection,300 mg,"Merck & Co., Inc.",Fungus,Prescription
Ibuprofen,Antibiotic,Syrup,350 mg,Sanofi S.A.,Fever,Prescription
Clarithromycin,Antibiotic,Injection,155 mg,Sanofi S.A.,Diabetes,Prescription
Dextromethorphan,Antibiotic,Cream,998 mg,Takeda Pharmaceutical Company Limited,Infection,Over-the-Counter
Paracetamol,Analgesic,Ointment,263 mg,AbbVie Inc.,Infection,Over-the-Counter
Metformin,Antifungal,Syrup,474 mg,AstraZeneca plc,Pain,Prescription
Dextromethorphan,Antibiotic,Capsule,475 mg,GlaxoSmithKline plc,Virus,Prescription
Acetaminophen,Antipyretic,Drops,756 mg,Bayer AG,Virus,Prescription
Amoxicillin,Analgesic,Injection,383 mg,CSL Limited,Pain,Over-the-Counter
Ibuprofen,Analgesic,Drops,856 mg,Bayer AG,Fever,Prescription
Acetaminophen,Antiseptic,Tablet,13 mg,AbbVie Inc.,Virus,Over-the-Counter
Cefixime,Antiviral,Inhaler,534 mg,Novo Nordisk A/S,Wound,Over-the-Counter
Paracetamol,Antidepressant,Syrup,173 mg,CSL Limited,Fungus,Prescription
Metformin,Antidiabetic,Syrup,236 mg,CSL Limited,Diabetes,Over-the-Counter
Clarithromycin,Analgesic,Injection,796 mg,GlaxoSmithKline plc,Pain,Over-the-Counter
Acetaminophen,Antipyretic,Cream,171 mg,"Gilead Sciences, Inc.",Virus,Over-the-Counter
Paracetamol,Antiviral,Inhaler,455 mg,Biogen Inc.,Infection,Over-the-Counter
Paracetamol,Antipyretic,Drops,428 mg,Eli Lilly and Company,Virus,Over-the-Counter
Paracetamol,Analgesic,Injection,367 mg,Novo Nordisk A/S,Infection,Over-the-Counter
Dextromethorphan,Antipyretic,Syrup,281 mg,Johnson & Johnson,Virus,Over-the-Counter
Paracetamol,Antidepressant,Capsule,682 mg,Teva Pharmaceutical Industries Ltd.,Diabetes,Prescription
Amoxicillin,Antifungal,Capsule,576 mg,CSL Limited,Fungus,Prescription
